path,file_name,label,predicted_label_mobile,predicted_prob_mobile,predicted_proba_mobile,predicted_label_b0,predicted_prob_b0,predicted_proba_b0,predicted_label_b7,predicted_prob_b7,predicted_proba_b7
../data/seg_test/buildings/20057.jpg,buildings_20057.jpg,buildings,buildings,0.99999917,"[9.9999917e-01 2.7366943e-12 6.3671030e-10 7.2960422e-12 1.4079279e-10
 8.3982911e-07]",buildings,0.99999917,"[9.9999917e-01 1.6372604e-18 4.9817236e-13 3.4145158e-12 2.1992186e-08
 7.6772307e-07]",buildings,0.99999917,"[9.9999917e-01 6.8806402e-12 1.0271893e-11 1.2079854e-12 1.4090227e-08
 8.5273729e-07]"
../data/seg_test/buildings/20060.jpg,buildings_20060.jpg,buildings,buildings,0.9923419,"[9.9234188e-01 7.2201507e-12 6.8060411e-09 1.9391850e-09 1.2775981e-09
 7.6581156e-03]",buildings,0.9949136,"[9.9491358e-01 3.0902795e-13 1.3511639e-07 1.1355459e-07 5.0886682e-09
 5.0861659e-03]",buildings,0.99994683,"[9.9994683e-01 1.9274426e-13 5.6074264e-13 3.6620850e-12 7.8864179e-11
 5.3157339e-05]"
../data/seg_test/buildings/20061.jpg,buildings_20061.jpg,buildings,buildings,0.9999348,"[9.9993479e-01 2.3669635e-08 1.3758078e-09 1.6473811e-08 9.0202306e-08
 6.5127395e-05]",buildings,0.993968,"[9.9396801e-01 3.6143445e-14 2.5236471e-07 6.1233337e-08 2.1508376e-08
 6.0315616e-03]",buildings,0.99989665,"[9.99896646e-01 8.27035107e-10 1.76576140e-08 7.29887872e-10
 9.44900513e-09 1.03298145e-04]"
../data/seg_test/buildings/20064.jpg,buildings_20064.jpg,buildings,buildings,0.99859244,"[9.9859244e-01 3.9559262e-11 2.3834559e-09 1.3250643e-11 2.0226738e-09
 1.4075072e-03]",buildings,0.99975985,"[9.9975985e-01 1.5797521e-15 1.0763198e-11 1.4491661e-09 2.4693156e-10
 2.4019521e-04]",buildings,0.99999464,"[9.9999464e-01 4.2878715e-14 1.5573320e-12 2.7431285e-10 1.5182078e-11
 5.3520462e-06]"
../data/seg_test/buildings/20073.jpg,buildings_20073.jpg,buildings,buildings,0.9976373,"[9.9763727e-01 4.0488043e-08 3.5168839e-06 1.0822723e-03 1.2033170e-04
 1.1566036e-03]",buildings,0.998579,"[9.9857903e-01 1.7974547e-07 1.2943427e-06 9.0912927e-06 1.2734456e-03
 1.3694799e-04]",buildings,0.9999105,"[9.9991047e-01 1.6481755e-10 1.0552378e-06 2.6183374e-08 1.3751483e-06
 8.7022228e-05]"
../data/seg_test/buildings/20074.jpg,buildings_20074.jpg,buildings,buildings,0.47255892,"[4.7255892e-01 1.5547696e-05 4.3241614e-01 5.5479497e-02 3.7090354e-02
 2.4395874e-03]",buildings,0.9395473,"[9.3954730e-01 2.9786658e-09 4.7240942e-06 1.5419193e-04 1.2124248e-05
 6.0281612e-02]",buildings,0.9999957,"[9.9999571e-01 1.6470060e-13 1.0920934e-07 9.2424379e-08 3.8489304e-07
 3.6538293e-06]"
../data/seg_test/buildings/20078.jpg,buildings_20078.jpg,buildings,buildings,0.999876,"[9.9987602e-01 2.4441183e-11 9.0317822e-05 6.4680825e-07 3.3806478e-07
 3.2665248e-05]",buildings,0.99987435,"[9.9987435e-01 1.8862022e-19 6.6655070e-06 4.7248344e-10 1.9267750e-08
 1.1891626e-04]",buildings,0.99999964,"[9.9999964e-01 8.6405424e-11 7.8597409e-08 1.6821012e-08 7.6891959e-10
 2.1388190e-07]"
../data/seg_test/buildings/20083.jpg,buildings_20083.jpg,buildings,street,0.69097346,"[3.0902609e-01 8.1983691e-11 4.2299263e-07 1.4675992e-09 1.2081541e-09
 6.9097346e-01]",buildings,0.8859065,"[8.85906518e-01 1.02264734e-13 1.01184003e-06 1.10528549e-06
 2.93433700e-09 1.14091337e-01]",buildings,0.9994129,"[9.9941289e-01 6.9580697e-10 1.2709912e-09 4.0686207e-10 4.7553361e-11
 5.8705901e-04]"
../data/seg_test/buildings/20094.jpg,buildings_20094.jpg,buildings,buildings,0.99935764,"[9.9935764e-01 5.3288285e-09 5.6797380e-06 8.5283212e-08 1.0441024e-08
 6.3663884e-04]",buildings,0.99991214,"[9.9991214e-01 1.5937391e-16 2.3718832e-10 1.4759767e-12 1.5909650e-10
 8.7819149e-05]",buildings,0.71404976,"[7.1404976e-01 7.3138442e-09 9.5185504e-09 6.2768777e-08 5.1463638e-09
 2.8595012e-01]"
../data/seg_test/buildings/20096.jpg,buildings_20096.jpg,buildings,buildings,0.9903161,"[9.9031609e-01 3.9967262e-07 3.1251442e-08 3.1183092e-08 3.0822298e-06
 9.6803987e-03]",buildings,0.99905473,"[9.9905473e-01 7.3406906e-12 4.1028451e-11 5.6903537e-10 1.8242984e-06
 9.4339187e-04]",buildings,0.9995431,"[9.9954307e-01 2.4036634e-11 5.5700781e-07 6.5104047e-09 6.2432264e-09
 4.5640333e-04]"
../data/seg_test/buildings/20113.jpg,buildings_20113.jpg,buildings,buildings,0.6901901,"[6.9019008e-01 3.0421804e-10 4.8312299e-06 2.6691387e-07 2.4895249e-07
 3.0980456e-01]",buildings,0.88934237,"[8.8934237e-01 5.5516011e-16 2.1371873e-09 8.0724476e-09 2.0064077e-07
 1.1065748e-01]",buildings,0.990939,"[9.9093902e-01 9.4149584e-11 4.7805200e-09 5.5080436e-06 2.7531458e-08
 9.0554105e-03]"
../data/seg_test/buildings/20131.jpg,buildings_20131.jpg,buildings,buildings,0.9901025,"[9.9010253e-01 1.2257325e-08 1.7737217e-06 1.2186511e-07 1.8571664e-06
 9.8937387e-03]",buildings,0.99997234,"[9.9997234e-01 1.2555760e-13 7.7157722e-07 1.8378765e-08 1.5582792e-10
 2.6860118e-05]",buildings,0.9999956,"[9.9999559e-01 5.8316667e-12 1.8375905e-11 2.8183642e-12 2.6564362e-11
 4.3923242e-06]"
../data/seg_test/buildings/20140.jpg,buildings_20140.jpg,buildings,buildings,0.99989533,"[9.9989533e-01 3.0151028e-08 4.8282677e-06 2.1622433e-09 3.8543035e-07
 9.9360630e-05]",buildings,0.9991479,"[9.9914789e-01 2.3052633e-09 4.1571191e-05 6.8703857e-06 5.5968329e-05
 7.4763875e-04]",buildings,0.9999713,"[9.9997127e-01 3.4842036e-11 2.2921800e-05 1.2188817e-06 3.0857154e-07
 4.2133252e-06]"
../data/seg_test/buildings/20177.jpg,buildings_20177.jpg,buildings,buildings,0.9428519,"[9.4285190e-01 1.0518586e-09 1.6907818e-05 2.2095341e-05 1.9595538e-07
 5.7108924e-02]",buildings,0.85487074,"[8.5487074e-01 5.7303688e-21 2.4302324e-08 2.9347839e-07 8.8135367e-11
 1.4512892e-01]",buildings,0.9917889,"[9.9178892e-01 7.9348197e-08 8.5282217e-09 1.2105851e-07 4.1362934e-08
 8.2108295e-03]"
../data/seg_test/buildings/20186.jpg,buildings_20186.jpg,buildings,buildings,0.9999999,"[9.9999988e-01 2.3699102e-11 4.8317197e-12 4.5040423e-13 7.9092704e-14
 1.1698257e-07]",buildings,0.99999297,"[9.9999297e-01 3.7354381e-13 6.2270522e-09 4.4844501e-09 8.6633561e-11
 7.0110018e-06]",buildings,0.99999535,"[9.9999535e-01 9.3403453e-12 2.4756409e-07 5.8410613e-08 2.6800575e-07
 3.9866363e-06]"
../data/seg_test/buildings/20206.jpg,buildings_20206.jpg,buildings,buildings,0.9981737,"[9.9817371e-01 1.2330278e-06 6.8923873e-07 1.1610722e-09 1.6585295e-07
 1.8242541e-03]",street,0.586276,"[4.1372392e-01 2.3779780e-11 1.3294242e-07 1.7290075e-08 3.5689871e-10
 5.8627599e-01]",buildings,0.98696554,"[9.8696554e-01 3.5553647e-08 3.7284074e-08 3.9233935e-08 1.3714135e-08
 1.3034327e-02]"
../data/seg_test/buildings/20207.jpg,buildings_20207.jpg,buildings,buildings,0.9991934,"[9.991934e-01 6.317326e-11 7.999363e-09 2.023202e-11 3.031040e-11
 8.065907e-04]",buildings,0.9947771,"[9.9477708e-01 3.5719497e-20 3.6353118e-10 8.4261119e-11 6.0466551e-13
 5.2229594e-03]",buildings,0.99999285,"[9.9999285e-01 1.1259009e-16 1.3785399e-14 2.7776440e-15 7.8105255e-18
 7.1562449e-06]"
../data/seg_test/buildings/20218.jpg,buildings_20218.jpg,buildings,buildings,0.91616565,"[9.1616565e-01 8.6079090e-05 3.6219521e-05 3.1883606e-05 4.6929199e-05
 8.3633207e-02]",buildings,0.99973994,"[9.9973994e-01 5.5543374e-09 3.6801808e-05 1.2904126e-08 3.9724619e-06
 2.1926621e-04]",buildings,0.9977319,"[9.9773192e-01 8.1943817e-06 8.8427454e-04 3.4566059e-05 2.8333048e-04
 1.0577488e-03]"
../data/seg_test/buildings/20228.jpg,buildings_20228.jpg,buildings,buildings,0.99986744,"[9.9986744e-01 1.1796794e-10 1.0557022e-07 1.0955524e-10 8.9354240e-09
 1.3238526e-04]",buildings,0.9998342,"[9.9983418e-01 1.1133365e-18 1.8899633e-10 8.6444011e-08 3.7338839e-09
 1.6568181e-04]",buildings,0.9999999,"[9.9999988e-01 4.7576316e-14 3.8118616e-11 6.2561551e-09 3.4048642e-10
 1.4216894e-07]"
../data/seg_test/buildings/20231.jpg,buildings_20231.jpg,buildings,buildings,0.99974173,"[9.9974173e-01 5.0653313e-13 3.4627725e-09 1.1144357e-11 9.0482737e-13
 2.5830965e-04]",buildings,0.99998605,"[9.9998605e-01 6.8022139e-17 3.8679589e-12 6.1070621e-11 7.5095910e-12
 1.4001842e-05]",buildings,0.99999917,"[9.9999917e-01 1.1528782e-13 1.1277152e-13 4.8505572e-14 3.1223420e-11
 8.1812595e-07]"
../data/seg_test/buildings/20241.jpg,buildings_20241.jpg,buildings,buildings,0.95549244,"[9.55492437e-01 3.82998300e-09 1.12941314e-04 6.41401471e-07
 1.95343491e-05 4.43744548e-02]",buildings,0.9989004,"[9.9890041e-01 4.8481353e-12 8.7999388e-06 2.1155455e-04 1.0900716e-05
 8.6828234e-04]",buildings,0.92479265,"[9.2479265e-01 1.1747591e-14 1.3305928e-06 1.6028951e-06 9.1196341e-07
 7.5203501e-02]"
../data/seg_test/buildings/20245.jpg,buildings_20245.jpg,buildings,buildings,0.99995005,"[9.9995005e-01 7.9458632e-06 1.0917524e-06 2.0085486e-07 3.5848909e-06
 3.7075362e-05]",buildings,0.9999981,"[9.9999809e-01 2.9630599e-21 7.0195932e-12 1.0264601e-10 2.0162279e-09
 1.8918819e-06]",buildings,0.99999034,"[9.9999034e-01 3.4295927e-10 7.9859597e-10 7.3713551e-09 9.4644993e-06
 2.4504178e-07]"
../data/seg_test/buildings/20246.jpg,buildings_20246.jpg,buildings,buildings,0.8468019,"[8.4680188e-01 5.2645287e-11 4.5181753e-07 1.0375433e-07 1.2085731e-06
 1.5319633e-01]",buildings,0.9959793,"[9.9597931e-01 1.8503372e-14 4.0644647e-08 4.2466302e-09 3.1965072e-05
 3.9887168e-03]",street,0.84855634,"[1.5144365e-01 4.6079101e-16 2.5619482e-10 1.4132179e-11 9.9150599e-10
 8.4855634e-01]"
